"","rowname","variable","value","valid_n","aggregation_type","xi","yi","group","disa","count","key","code","rank","variable_label","rowname_label","yi_lab","xi_lab"
"257","male","cash",28.6,221,"percentage","type_assistance","hoh_gender_final","male"," ",63,"type_assistance/male","2",2,"Cash assistance",NA,"hoh_gender_final","What assistance have you received?"
"258","male","education",2.2,221,"percentage","type_assistance","hoh_gender_final","male"," ",5,"type_assistance/male","2",7,"Education for children under 18",NA,"hoh_gender_final","What assistance have you received?"
"259","male","psychological",0.2,221,"percentage","type_assistance","hoh_gender_final","male"," ",0,"type_assistance/male","2",11,"Psychological support",NA,"hoh_gender_final","What assistance have you received?"
"260","male","other",0.5,221,"percentage","type_assistance","hoh_gender_final","male"," ",1,"type_assistance/male","2",10,"Other",NA,"hoh_gender_final","What assistance have you received?"
"261","male","cash",66.7,3,"percentage","shelter_form_assist","hoh_gender_final","male"," ",2,"shelter_form_assist/male","1",1,"Cash",NA,"hoh_gender_final","In what form have you received this shelter assistance?"
"262","male","in_kind",33.3,3,"percentage","shelter_form_assist","hoh_gender_final","male"," ",1,"shelter_form_assist/male","1",2,"Receiving the specific item of need (in-kind)",NA,"hoh_gender_final","In what form have you received this shelter assistance?"
"263","male","cash_shelter_assist",2500,2,"average","cash_shelter_assist","hoh_gender_final","male"," ",NA,"cash_shelter_assist/male","1",1,NA,NA,"hoh_gender_final","How much cash did you receive for shelter aid (in AFN)?"
"264","female","accessing",5.3,24,"percentage","material_barriers","hoh_gender_final","female"," ",1,"material_barriers/female","1",2,"Yes, with getting to aid distributions",NA,"hoh_gender_final","Have you faced any challenges with getting to aid distributions, receiving aid at these distributions, or using items received through distributions by humanitarian actors?"
"265","female","receiving",0,24,"percentage","material_barriers","hoh_gender_final","female"," ",0,"material_barriers/female","1",4,"Yes, with receiving aid at distributions",NA,"hoh_gender_final","Have you faced any challenges with getting to aid distributions, receiving aid at these distributions, or using items received through distributions by humanitarian actors?"
"266","female","using",2.6,24,"percentage","material_barriers","hoh_gender_final","female"," ",1,"material_barriers/female","1",3,"Yes, with using aid",NA,"hoh_gender_final","Have you faced any challenges with getting to aid distributions, receiving aid at these distributions, or using items received through distributions by humanitarian actors?"
"267","female","none",92.2,24,"percentage","material_barriers","hoh_gender_final","female"," ",22,"material_barriers/female","1",1,"No challenges",NA,"hoh_gender_final","Have you faced any challenges with getting to aid distributions, receiving aid at these distributions, or using items received through distributions by humanitarian actors?"
"268","male","accessing",1.9,221,"percentage","material_barriers","hoh_gender_final","male"," ",4,"material_barriers/male","2",3,"Yes, with getting to aid distributions",NA,"hoh_gender_final","Have you faced any challenges with getting to aid distributions, receiving aid at these distributions, or using items received through distributions by humanitarian actors?"
"269","male","receiving",3,221,"percentage","material_barriers","hoh_gender_final","male"," ",7,"material_barriers/male","2",2,"Yes, with receiving aid at distributions",NA,"hoh_gender_final","Have you faced any challenges with getting to aid distributions, receiving aid at these distributions, or using items received through distributions by humanitarian actors?"
"270","male","using",0.7,221,"percentage","material_barriers","hoh_gender_final","male"," ",2,"material_barriers/male","2",4,"Yes, with using aid",NA,"hoh_gender_final","Have you faced any challenges with getting to aid distributions, receiving aid at these distributions, or using items received through distributions by humanitarian actors?"
"271","male","none",94.5,221,"percentage","material_barriers","hoh_gender_final","male"," ",209,"material_barriers/male","2",1,"No challenges",NA,"hoh_gender_final","Have you faced any challenges with getting to aid distributions, receiving aid at these distributions, or using items received through distributions by humanitarian actors?"
"272","female","physical",100,1,"percentage","material_access_barrier","hoh_gender_final","female"," ",1,"material_access_barrier/female","1",1,"Physical constraints (roads damaged / blocked)",NA,"hoh_gender_final","What was that difficulty in getting to aid distributions?"
"273","female","transport",0,1,"percentage","material_access_barrier","hoh_gender_final","female"," ",0,"material_access_barrier/female","1",3,"No means of transport to distribution points",NA,"hoh_gender_final","What was that difficulty in getting to aid distributions?"
"274","female","security",100,1,"percentage","material_access_barrier","hoh_gender_final","female"," ",1,"material_access_barrier/female","1",2,"Security constraints (insecurity on the route)",NA,"hoh_gender_final","What was that difficulty in getting to aid distributions?"
"275","female","inaccessible",0,1,"percentage","material_access_barrier","hoh_gender_final","female"," ",0,"material_access_barrier/female","1",4,"People with reduced mobility do not have access to the distribution point",NA,"hoh_gender_final","What was that difficulty in getting to aid distributions?"
"276","male","physical",30,9,"percentage","material_access_barrier","hoh_gender_final","male"," ",3,"material_access_barrier/male","2",2,"Physical constraints (roads damaged / blocked)",NA,"hoh_gender_final","What was that difficulty in getting to aid distributions?"
"277","male","transport",40.4,9,"percentage","material_access_barrier","hoh_gender_final","male"," ",4,"material_access_barrier/male","2",1,"No means of transport to distribution points",NA,"hoh_gender_final","What was that difficulty in getting to aid distributions?"
"278","male","security",0,9,"percentage","material_access_barrier","hoh_gender_final","male"," ",0,"material_access_barrier/male","2",4,"Security constraints (insecurity on the route)",NA,"hoh_gender_final","What was that difficulty in getting to aid distributions?"
"279","male","inaccessible",29.5,9,"percentage","material_access_barrier","hoh_gender_final","male"," ",3,"material_access_barrier/male","2",3,"People with reduced mobility do not have access to the distribution point",NA,"hoh_gender_final","What was that difficulty in getting to aid distributions?"
"280","male","less_assist",52.7,12,"percentage","material_receipt_barrier","hoh_gender_final","male"," ",6,"material_receipt_barrier/male","1",1,"Household received less assistance than other households with same needs",NA,"hoh_gender_final","What was that difficulty in receiving aid?"
"281","male","no_tazkera",24.8,12,"percentage","material_receipt_barrier","hoh_gender_final","male"," ",3,"material_receipt_barrier/male","1",2,"Household received no assistance because they don't have Tazkera",NA,"hoh_gender_final","What was that difficulty in receiving aid?"
"282","male","political",20.1,12,"percentage","material_receipt_barrier","hoh_gender_final","male"," ",2,"material_receipt_barrier/male","1",3,"Political powers prevented household from receiving assistance",NA,"hoh_gender_final","What was that difficulty in receiving aid?"
"283","male","security",2.4,12,"percentage","material_receipt_barrier","hoh_gender_final","male"," ",0,"material_receipt_barrier/male","1",5,"Security issues at distribution points",NA,"hoh_gender_final","What was that difficulty in receiving aid?"
"284","male","not_qualified",15.4,12,"percentage","material_receipt_barrier","hoh_gender_final","male"," ",2,"material_receipt_barrier/male","1",4,"Did not qualify as eligible for assistance",NA,"hoh_gender_final","What was that difficulty in receiving aid?"
"285","female","not_enough",100,1,"percentage","material_use_barrier","hoh_gender_final","female"," ",1,"material_use_barrier/female","1",1,"Items provided were not enough",NA,"hoh_gender_final","What was that difficulty in using aid?"
"286","female","not_needed",0,1,"percentage","material_use_barrier","hoh_gender_final","female"," ",0,"material_use_barrier/female","1",3,"Items provided were not what was needed",NA,"hoh_gender_final","What was that difficulty in using aid?"
"287","female","unfamiliar",100,1,"percentage","material_use_barrier","hoh_gender_final","female"," ",1,"material_use_barrier/female","1",2,"Unfamiliar with items distributed so did not know how to use",NA,"hoh_gender_final","What was that difficulty in using aid?"
"288","male","not_enough",0,1,"percentage","material_use_barrier","hoh_gender_final","male"," ",0,"material_use_barrier/male","2",3,"Items provided were not enough",NA,"hoh_gender_final","What was that difficulty in using aid?"
"289","male","not_needed",100,1,"percentage","material_use_barrier","hoh_gender_final","male"," ",1,"material_use_barrier/male","2",1,"Items provided were not what was needed",NA,"hoh_gender_final","What was that difficulty in using aid?"
"290","male","unfamiliar",100,1,"percentage","material_use_barrier","hoh_gender_final","male"," ",1,"material_use_barrier/male","2",2,"Unfamiliar with items distributed so did not know how to use",NA,"hoh_gender_final","What was that difficulty in using aid?"
"291","female","sell_household",32.7,2,"percentage","material_coping","hoh_gender_final","female"," ",1,"material_coping/female","1",3,"Sale of households goods",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"292","female","sell_land",0,2,"percentage","material_coping","hoh_gender_final","female"," ",0,"material_coping/female","1",5,"Sale of shelter/land",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"293","female","reduce_expenses",0,2,"percentage","material_coping","hoh_gender_final","female"," ",0,"material_coping/female","1",6,"Reduction of non-food expenses (education, health, etc)",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"294","female","reduce_food",0,2,"percentage","material_coping","hoh_gender_final","female"," ",0,"material_coping/female","1",7,"Reduction of food consumption",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"295","female","loans",32.7,2,"percentage","material_coping","hoh_gender_final","female"," ",1,"material_coping/female","1",4,"Borrow money / take on debt",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"296","female","borrow_materials",0,2,"percentage","material_coping","hoh_gender_final","female"," ",0,"material_coping/female","1",8,"Borrow or share materials",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"297","female","divert_money",67.3,2,"percentage","material_coping","hoh_gender_final","female"," ",1,"material_coping/female","1",2,"Use money otherwise used for other purchases,",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"298","female","sell_assets",100,2,"percentage","material_coping","hoh_gender_final","female"," ",2,"material_coping/female","1",1,"Sell assets otherwise used for other purposes,",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"299","female","adult_labour",0,2,"percentage","material_coping","hoh_gender_final","female"," ",0,"material_coping/female","1",9,"Adults work extra shifts/jobs or begging",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"300","female","child_labour",0,2,"percentage","material_coping","hoh_gender_final","female"," ",0,"material_coping/female","1",10,"Children work or beg",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"301","male","sell_household",34.2,24,"percentage","material_coping","hoh_gender_final","male"," ",8,"material_coping/male","2",2,"Sale of households goods",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"302","male","sell_land",10.9,24,"percentage","material_coping","hoh_gender_final","male"," ",3,"material_coping/male","2",6,"Sale of shelter/land",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"303","male","reduce_expenses",13.2,24,"percentage","material_coping","hoh_gender_final","male"," ",3,"material_coping/male","2",5,"Reduction of non-food expenses (education, health, etc)",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"304","male","reduce_food",30.5,24,"percentage","material_coping","hoh_gender_final","male"," ",7,"material_coping/male","2",3,"Reduction of food consumption",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"305","male","loans",46.4,24,"percentage","material_coping","hoh_gender_final","male"," ",11,"material_coping/male","2",1,"Borrow money / take on debt",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"306","male","borrow_materials",16.6,24,"percentage","material_coping","hoh_gender_final","male"," ",4,"material_coping/male","2",4,"Borrow or share materials",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"307","male","divert_money",10.9,24,"percentage","material_coping","hoh_gender_final","male"," ",3,"material_coping/male","2",7,"Use money otherwise used for other purchases,",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"308","male","sell_assets",10.9,24,"percentage","material_coping","hoh_gender_final","male"," ",3,"material_coping/male","2",8,"Sell assets otherwise used for other purposes,",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"309","male","adult_labour",1,24,"percentage","material_coping","hoh_gender_final","male"," ",0,"material_coping/male","2",10,"Adults work extra shifts/jobs or begging",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"310","male","child_labour",5.4,24,"percentage","material_coping","hoh_gender_final","male"," ",1,"material_coping/male","2",9,"Children work or beg",NA,"hoh_gender_final","What did you do when you could not get the shelter or household items you needed?"
"311","female","dont_know",0.7,631,"percentage","shelter_access","hoh_gender_final","female"," ",4,"shelter_access/female","1",3,"Do not know",NA,"hoh_gender_final","In the last 3 months, has there been times when you were not able to find shelter for your household?"
"312","female","no",94,631,"percentage","shelter_access","hoh_gender_final","female"," ",593,"shelter_access/female","1",1,"No",NA,"hoh_gender_final","In the last 3 months, has there been times when you were not able to find shelter for your household?"
"313","female","yes",5.2,631,"percentage","shelter_access","hoh_gender_final","female"," ",33,"shelter_access/female","1",2,"Yes",NA,"hoh_gender_final","In the last 3 months, has there been times when you were not able to find shelter for your household?"
"314","male","dont_know",0.4,4844,"percentage","shelter_access","hoh_gender_final","male"," ",19,"shelter_access/male","2",3,"Do not know",NA,"hoh_gender_final","In the last 3 months, has there been times when you were not able to find shelter for your household?"
"315","male","no",90.8,4844,"percentage","shelter_access","hoh_gender_final","male"," ",4398,"shelter_access/male","2",1,"No",NA,"hoh_gender_final","In the last 3 months, has there been times when you were not able to find shelter for your household?"
"316","male","yes",8.8,4844,"percentage","shelter_access","hoh_gender_final","male"," ",426,"shelter_access/male","2",2,"Yes",NA,"hoh_gender_final","In the last 3 months, has there been times when you were not able to find shelter for your household?"
"317","female","identification",2,55,"percentage","shelter_access_why","hoh_gender_final","female"," ",1,"shelter_access_why/female","1",4,"Lack of identification documents",NA,"hoh_gender_final","Why were you unable to find shelter?"
"318","female","deeds",6.1,55,"percentage","shelter_access_why","hoh_gender_final","female"," ",3,"shelter_access_why/female","1",3,"Lack of current housing documents",NA,"hoh_gender_final","Why were you unable to find shelter?"
"319","female","connections",14.1,55,"percentage","shelter_access_why","hoh_gender_final","female"," ",8,"shelter_access_why/female","1",2,"Lack of personal connections to find available shelter",NA,"hoh_gender_final","Why were you unable to find shelter?"
"320","female","unaffordable",82.3,55,"percentage","shelter_access_why","hoh_gender_final","female"," ",45,"shelter_access_why/female","1",1,"Lack of money to afford shelter",NA,"hoh_gender_final","Why were you unable to find shelter?"
"321","female","discrimination",0.2,55,"percentage","shelter_access_why","hoh_gender_final","female"," ",0,"shelter_access_why/female","1",6,"Certain groups not allowed to get legal authorisation",NA,"hoh_gender_final","Why were you unable to find shelter?"
"322","female","legal_challenge",2,55,"percentage","shelter_access_why","hoh_gender_final","female"," ",1,"shelter_access_why/female","1",5,"Legal authorisation system too confusing for household to use",NA,"hoh_gender_final","Why were you unable to find shelter?"
"323","female","prefer_not",0,55,"percentage","shelter_access_why","hoh_gender_final","female"," ",0,"shelter_access_why/female","1",7,"Prefer not to answer",NA,"hoh_gender_final","Why were you unable to find shelter?"
"324","male","identification",0.6,485,"percentage","shelter_access_why","hoh_gender_final","male"," ",3,"shelter_access_why/male","2",6,"Lack of identification documents",NA,"hoh_gender_final","Why were you unable to find shelter?"
"325","male","deeds",1.6,485,"percentage","shelter_access_why","hoh_gender_final","male"," ",8,"shelter_access_why/male","2",4,"Lack of current housing documents",NA,"hoh_gender_final","Why were you unable to find shelter?"
"326","male","connections",16.8,485,"percentage","shelter_access_why","hoh_gender_final","male"," ",81,"shelter_access_why/male","2",2,"Lack of personal connections to find available shelter",NA,"hoh_gender_final","Why were you unable to find shelter?"
"327","male","unaffordable",93.8,485,"percentage","shelter_access_why","hoh_gender_final","male"," ",455,"shelter_access_why/male","2",1,"Lack of money to afford shelter",NA,"hoh_gender_final","Why were you unable to find shelter?"
"328","male","discrimination",0.7,485,"percentage","shelter_access_why","hoh_gender_final","male"," ",3,"shelter_access_why/male","2",5,"Certain groups not allowed to get legal authorisation",NA,"hoh_gender_final","Why were you unable to find shelter?"
"329","male","legal_challenge",2.4,485,"percentage","shelter_access_why","hoh_gender_final","male"," ",12,"shelter_access_why/male","2",3,"Legal authorisation system too confusing for household to use",NA,"hoh_gender_final","Why were you unable to find shelter?"
"330","male","prefer_not",0,485,"percentage","shelter_access_why","hoh_gender_final","male"," ",0,"shelter_access_why/male","2",7,"Prefer not to answer",NA,"hoh_gender_final","Why were you unable to find shelter?"
"331","female","full_damage",17.8,55,"percentage","shelter_coping","hoh_gender_final","female"," ",10,"shelter_coping/female","1",2,"Lived in fully damaged shelter",NA,"hoh_gender_final","In these times, what did you do?"
"332","female","partial_damage",15.7,55,"percentage","shelter_coping","hoh_gender_final","female"," ",9,"shelter_coping/female","1",3,"Lived in partially damaged shelter",NA,"hoh_gender_final","In these times, what did you do?"
"333","female","makeshift",58.4,55,"percentage","shelter_coping","hoh_gender_final","female"," ",32,"shelter_coping/female","1",1,"Lived in makeshift shelter",NA,"hoh_gender_final","In these times, what did you do?"
"334","female","tent",0,55,"percentage","shelter_coping","hoh_gender_final","female"," ",0,"shelter_coping/female","1",8,"Lived in tent",NA,"hoh_gender_final","In these times, what did you do?"
"335","female","livestock_space",0,55,"percentage","shelter_coping","hoh_gender_final","female"," ",0,"shelter_coping/female","1",9,"Lived in space usually intended for livestock",NA,"hoh_gender_final","In these times, what did you do?"
"336","female","male_outside",2,55,"percentage","shelter_coping","hoh_gender_final","female"," ",1,"shelter_coping/female","1",6,"Male members slept out to create more space in shelter at night",NA,"hoh_gender_final","In these times, what did you do?"
"337","female","temporary_rent",9.9,55,"percentage","shelter_coping","hoh_gender_final","female"," ",5,"shelter_coping/female","1",4,"Rented temporary accommodation",NA,"hoh_gender_final","In these times, what did you do?"
"338","female","relatives",1.8,55,"percentage","shelter_coping","hoh_gender_final","female"," ",1,"shelter_coping/female","1",7,"Lived with relatives or friends",NA,"hoh_gender_final","In these times, what did you do?"
"339","female","overcrowd",2.6,55,"percentage","shelter_coping","hoh_gender_final","female"," ",1,"shelter_coping/female","1",5,"Lived in overcrowded/collective shelter",NA,"hoh_gender_final","In these times, what did you do?"
"340","female","prefer_not",0,55,"percentage","shelter_coping","hoh_gender_final","female"," ",0,"shelter_coping/female","1",10,"Prefer not to answer",NA,"hoh_gender_final","In these times, what did you do?"
"341","male","full_damage",8.2,485,"percentage","shelter_coping","hoh_gender_final","male"," ",40,"shelter_coping/male","2",6,"Lived in fully damaged shelter",NA,"hoh_gender_final","In these times, what did you do?"
"342","male","partial_damage",18.3,485,"percentage","shelter_coping","hoh_gender_final","male"," ",89,"shelter_coping/male","2",2,"Lived in partially damaged shelter",NA,"hoh_gender_final","In these times, what did you do?"
"343","male","makeshift",44.5,485,"percentage","shelter_coping","hoh_gender_final","male"," ",216,"shelter_coping/male","2",1,"Lived in makeshift shelter",NA,"hoh_gender_final","In these times, what did you do?"
"344","male","tent",15,485,"percentage","shelter_coping","hoh_gender_final","male"," ",73,"shelter_coping/male","2",3,"Lived in tent",NA,"hoh_gender_final","In these times, what did you do?"
"345","male","livestock_space",2.5,485,"percentage","shelter_coping","hoh_gender_final","male"," ",12,"shelter_coping/male","2",8,"Lived in space usually intended for livestock",NA,"hoh_gender_final","In these times, what did you do?"
"346","male","male_outside",3.5,485,"percentage","shelter_coping","hoh_gender_final","male"," ",17,"shelter_coping/male","2",7,"Male members slept out to create more space in shelter at night",NA,"hoh_gender_final","In these times, what did you do?"
"347","male","temporary_rent",12.3,485,"percentage","shelter_coping","hoh_gender_final","male"," ",60,"shelter_coping/male","2",4,"Rented temporary accommodation",NA,"hoh_gender_final","In these times, what did you do?"
"348","male","relatives",10.7,485,"percentage","shelter_coping","hoh_gender_final","male"," ",52,"shelter_coping/male","2",5,"Lived with relatives or friends",NA,"hoh_gender_final","In these times, what did you do?"
"349","male","overcrowd",1,485,"percentage","shelter_coping","hoh_gender_final","male"," ",5,"shelter_coping/male","2",9,"Lived in overcrowded/collective shelter",NA,"hoh_gender_final","In these times, what did you do?"
"350","male","prefer_not",0.1,485,"percentage","shelter_coping","hoh_gender_final","male"," ",0,"shelter_coping/male","2",10,"Prefer not to answer",NA,"hoh_gender_final","In these times, what did you do?"
"351","female","dont_know",0.3,631,"percentage","material_access","hoh_gender_final","female"," ",2,"material_access/female","1",3,"Do not know",NA,"hoh_gender_final","Were there any shelter materials you needed to buy in the last three months but were unable to afford or find in markets?"
"352","female","no",30.2,631,"percentage","material_access","hoh_gender_final","female"," ",191,"material_access/female","1",2,"No",NA,"hoh_gender_final","Were there any shelter materials you needed to buy in the last three months but were unable to afford or find in markets?"
"353","female","yes",69.5,631,"percentage","material_access","hoh_gender_final","female"," ",439,"material_access/female","1",1,"Yes",NA,"hoh_gender_final","Were there any shelter materials you needed to buy in the last three months but were unable to afford or find in markets?"
"354","male","dont_know",0.2,4844,"percentage","material_access","hoh_gender_final","male"," ",10,"material_access/male","2",3,"Do not know",NA,"hoh_gender_final","Were there any shelter materials you needed to buy in the last three months but were unable to afford or find in markets?"
"355","male","no",25.7,4844,"percentage","material_access","hoh_gender_final","male"," ",1245,"material_access/male","2",2,"No",NA,"hoh_gender_final","Were there any shelter materials you needed to buy in the last three months but were unable to afford or find in markets?"
"356","male","yes",74,4844,"percentage","material_access","hoh_gender_final","male"," ",3585,"material_access/male","2",1,"Yes",NA,"hoh_gender_final","Were there any shelter materials you needed to buy in the last three months but were unable to afford or find in markets?"
"357","female","closed",0.4,489,"percentage","material_access_why","hoh_gender_final","female"," ",2,"material_access_why/female","1",6,"Closed market",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"358","female","dont_know",0,489,"percentage","material_access_why","hoh_gender_final","female"," ",0,"material_access_why/female","1",7,"Do not know",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"359","female","expensive",92.2,489,"percentage","material_access_why","hoh_gender_final","female"," ",451,"material_access_why/female","1",1,"Items available but cannot afford",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"360","female","physical_issue",1,489,"percentage","material_access_why","hoh_gender_final","female"," ",5,"material_access_why/female","1",5,"Physical constraints preventing access to markets (e.g. damaged/blocked roads)",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"361","female","security_issue",1.1,489,"percentage","material_access_why","hoh_gender_final","female"," ",5,"material_access_why/female","1",4,"Security constraints preventing access to markets (insecurity on the road or in the market)",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"362","female","transport",3.2,489,"percentage","material_access_why","hoh_gender_final","female"," ",16,"material_access_why/female","1",2,"Lack of transport to the market",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"363","female","unavailable",2,489,"percentage","material_access_why","hoh_gender_final","female"," ",10,"material_access_why/female","1",3,"Items not available in the market",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"364","male","closed",0.4,3647,"percentage","material_access_why","hoh_gender_final","male"," ",15,"material_access_why/male","2",6,"Closed market",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"365","male","dont_know",0,3647,"percentage","material_access_why","hoh_gender_final","male"," ",0,"material_access_why/male","2",7,"Do not know",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"366","male","expensive",94.9,3647,"percentage","material_access_why","hoh_gender_final","male"," ",3461,"material_access_why/male","2",1,"Items available but cannot afford",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"367","male","physical_issue",1,3647,"percentage","material_access_why","hoh_gender_final","male"," ",36,"material_access_why/male","2",5,"Physical constraints preventing access to markets (e.g. damaged/blocked roads)",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"368","male","security_issue",1.4,3647,"percentage","material_access_why","hoh_gender_final","male"," ",51,"material_access_why/male","2",2,"Security constraints preventing access to markets (insecurity on the road or in the market)",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"369","male","transport",1.2,3647,"percentage","material_access_why","hoh_gender_final","male"," ",44,"material_access_why/male","2",3,"Lack of transport to the market",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"370","male","unavailable",1.1,3647,"percentage","material_access_why","hoh_gender_final","male"," ",40,"material_access_why/male","2",4,"Items not available in the market",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"371","female","no",18,631,"percentage","nfi_access","hoh_gender_final","female"," ",114,"nfi_access/female","1",2,"No",NA,"hoh_gender_final","Were there any household items you needed to buy in the last three months but were unable to afford or find in markets?"
"372","female","yes",82,631,"percentage","nfi_access","hoh_gender_final","female"," ",517,"nfi_access/female","1",1,"Yes",NA,"hoh_gender_final","Were there any household items you needed to buy in the last three months but were unable to afford or find in markets?"
"373","male","no",16,4844,"percentage","nfi_access","hoh_gender_final","male"," ",775,"nfi_access/male","2",2,"No",NA,"hoh_gender_final","Were there any household items you needed to buy in the last three months but were unable to afford or find in markets?"
"374","male","yes",84,4844,"percentage","nfi_access","hoh_gender_final","male"," ",4069,"nfi_access/male","2",1,"Yes",NA,"hoh_gender_final","Were there any household items you needed to buy in the last three months but were unable to afford or find in markets?"
"375","female","closed",0,541,"percentage","nfi_access_why","hoh_gender_final","female"," ",0,"nfi_access_why/female","1",6,"Closed market",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"376","female","dont_know",0,541,"percentage","nfi_access_why","hoh_gender_final","female"," ",0,"nfi_access_why/female","1",7,"Do not know",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"377","female","expensive",94,541,"percentage","nfi_access_why","hoh_gender_final","female"," ",509,"nfi_access_why/female","1",1,"Items available but cannot afford",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"378","female","physical_issue",1.2,541,"percentage","nfi_access_why","hoh_gender_final","female"," ",6,"nfi_access_why/female","1",4,"Physical constraints preventing access to markets (e.g. damaged/blocked roads)",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"379","female","security_issue",1.3,541,"percentage","nfi_access_why","hoh_gender_final","female"," ",7,"nfi_access_why/female","1",3,"Security constraints preventing access to markets (insecurity on the road or in the market)",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"380","female","transport",1.1,541,"percentage","nfi_access_why","hoh_gender_final","female"," ",6,"nfi_access_why/female","1",5,"Lack of transport to the market",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"381","female","unavailable",2.5,541,"percentage","nfi_access_why","hoh_gender_final","female"," ",14,"nfi_access_why/female","1",2,"Items not available in the market",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"382","male","closed",0.6,4022,"percentage","nfi_access_why","hoh_gender_final","male"," ",24,"nfi_access_why/male","2",6,"Closed market",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"383","male","dont_know",0,4022,"percentage","nfi_access_why","hoh_gender_final","male"," ",0,"nfi_access_why/male","2",7,"Do not know",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"384","male","expensive",94.5,4022,"percentage","nfi_access_why","hoh_gender_final","male"," ",3801,"nfi_access_why/male","2",1,"Items available but cannot afford",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"385","male","physical_issue",0.9,4022,"percentage","nfi_access_why","hoh_gender_final","male"," ",36,"nfi_access_why/male","2",5,"Physical constraints preventing access to markets (e.g. damaged/blocked roads)",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"386","male","security_issue",1.3,4022,"percentage","nfi_access_why","hoh_gender_final","male"," ",52,"nfi_access_why/male","2",3,"Security constraints preventing access to markets (insecurity on the road or in the market)",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"387","male","transport",1.1,4022,"percentage","nfi_access_why","hoh_gender_final","male"," ",44,"nfi_access_why/male","2",4,"Lack of transport to the market",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"388","male","unavailable",1.6,4022,"percentage","nfi_access_why","hoh_gender_final","male"," ",64,"nfi_access_why/male","2",2,"Items not available in the market",NA,"hoh_gender_final","What was the main reason you could not get these materials?"
"389","female","bushes",27.6,631,"percentage","fuel_source","hoh_gender_final","female"," ",174,"fuel_source/female","1",2,"Wood, bushes",NA,"hoh_gender_final","What is the main source of energy your household uses for heating?"
"390","female","charcoal",4.2,631,"percentage","fuel_source","hoh_gender_final","female"," ",27,"fuel_source/female","1",6,"Charcoal",NA,"hoh_gender_final","What is the main source of energy your household uses for heating?"
"391","female","coal",4.1,631,"percentage","fuel_source","hoh_gender_final","female"," ",26,"fuel_source/female","1",7,"Coal",NA,"hoh_gender_final","What is the main source of energy your household uses for heating?"
"392","female","dung",27.8,631,"percentage","fuel_source","hoh_gender_final","female"," ",175,"fuel_source/female","1",1,"Animal dung",NA,"hoh_gender_final","What is the main source of energy your household uses for heating?"
"393","female","electricity",4.6,631,"percentage","fuel_source","hoh_gender_final","female"," ",29,"fuel_source/female","1",5,"Electricity",NA,"hoh_gender_final","What is the main source of energy your household uses for heating?"
